"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"tjurkskie narody";"obychai / customs";"51063";"1983_6";"tjurki";"present";NA;NA;NA
"dashtikipchatskie kochevniki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"dashtikipchatskie kochevniki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"dashtikipchatskie kochevniki";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"dashtikipchatskie kochevniki";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"history";"514912";"1989_4";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"514912";"1989_4";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"physical features (hair, skin, eye color, blood type)";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"turkmeny";"""racial type"" / rasovyj tip / rasa";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"turkmeny";"physical features (hair, skin, eye color, blood type)";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"osedlye uzbeki";"art / painting / zhivopis' / iskusstvo";"526131";"1957_2";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"zemledel'cheskie narody Srednej i Perednej Azii";"use of specific tools or methods";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"zemledel'cheskie narody Srednej i Perednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"pandzhabskaja narodnost'";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"pandzhabskaja narodnost'";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Literature Review";NA;"influence"
"tjurki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tjurki";"khozjajstvo / economy";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tjurki";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"uzbeki";"history";"531403";"1954-2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"etnicheskie priznaki / ethnic or anthropological features";"531403";"1954-2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in contemporary Afghanistan";"khozjajstvo / economy";"53248";"1982_3";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Nuratinskie turkmeny";"material'naja kul'tura / material culture";"53323";"1964_1";"turkmeny";"past";"Factual Statement by Author";NA;"influence"
"uzbeki";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"turkmeny";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"Samarkand";"carvings / rez'by po derevu";"538411";"1953_3";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Central Asian titular nations";NA;"Literature Review";NA;"proximity / similarity"
"kazakhi";"folk tales / legends / predanii";"541055";"1980_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"folk tales / legends / predanii";"541055";"1980_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in contemporary Afghanistan";"profession / zanjatie";"54183";"1982_3";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"542749";"1980_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"religioznye obrjady, simvoly / religious rites, symbols";"542749";"1980_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"language / spoken (incl. dialects)";"54379";"1991_1";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54379";"1991_1";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"uzbeki";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"54379";"1991_1";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"uzbekskie pogranichnye seleniya na Zeravshane";"housing / architecture / zhilisshe";"544290";"1953_3";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Samarkand";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54755";"1964_1";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";"influence"
"Ancient Greece / Hellenic world";"housing / architecture / zhilisshe";"550140";"1953_3";"Historical locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Blizhnij Vostok";"housing / architecture / zhilisshe";"550232";"1953_3";"Locations";"present";NA;NA;"proximity / similarity"
"Zakavkas";"housing / architecture / zhilisshe";"550232";"1953_3";"Locations";"present";NA;NA;"proximity / similarity"
"Bukhara (Uzbekistan)";"religious architecture / Mosque / Mazar";"550403";"1953_3";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Samarkand";"religious architecture / Mosque / Mazar";"550403";"1953_3";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"religious architecture / Mosque / Mazar";"551005";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"difference"
"uzbeki";"language / spoken (incl. dialects)";"55342";"1982_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"turkmeny";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"turkmeny";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"uzbeki";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ujgury";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"ujgury";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kurdy / Kurds";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"kurdy / Kurds";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"religious architecture / Mosque / Mazar";"554258";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"difference"
"Zakavkas";"religious architecture / Mosque / Mazar";"555325";"1953_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornaja Gruzija";"religious architecture / Mosque / Mazar";"555325";"1953_3";"Gruzija / Georgia";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"khezarejcy (Afghanistan)";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"555339";"1963_6";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"khezarejcy (Afghanistan)";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"555339";"1963_6";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"profession / zanjatie";"55802";"1990_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"Uzbekistan / Uzbekskaja SSR";"religious architecture / Mosque / Mazar";"558899";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"polukochevye uzbeki";"clothing";"558965";"1970_6";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"polukochevye uzbeki";"housing / architecture / zhilisshe";"558965";"1970_6";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Kavkaz";"religious architecture / Mosque / Mazar";"559313";"1953_3";"Locations";"present";NA;NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"housing / architecture / zhilisshe";"559876";"1953_3";"Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"difference"
"Uzbekistan / Uzbekskaja SSR";"religious architecture / Mosque / Mazar";"560681";"1953_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Margelan";"religious architecture / Mosque / Mazar";"560681";"1953_3";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki Uzbekistana";"clothing";"56082";"1960_1";"tjurki";NA;NA;NA;"proximity / similarity"
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"clothing";"56082";"1960_1";"uzbeki";NA;NA;NA;"proximity / similarity"
"Andizhan";"housing / architecture / zhilisshe";"560977";"1953_3";"Uzbekistan / Uzbekskaja SSR";NA;"Factual Statement by Author";NA;"influence"
"Ferghana (Uzbekistan)";"housing / architecture / zhilisshe";"561139";"1953_3";"Uzbekistan / Uzbekskaja SSR";NA;"Factual Statement by Author";NA;"influence"
"mogoly ( Afghanistan)";"weddings / svadebnye obychai i obrjady / kalym";"561632";"1963_6";"Groups in Afghanistan";"present";NA;NA;"proximity / similarity"
"sovetskie khezarejcy";"weddings / svadebnye obychai i obrjady / kalym";"561632";"1963_6";"Groups";"present";NA;NA;"proximity / similarity"
"tajmani/tajmeny (Afghanistan)";"weddings / svadebnye obychai i obrjady / kalym";"561632";"1963_6";"Groups in Afghanistan";"present";NA;NA;"proximity / similarity"
"dzhemshidy";"weddings / svadebnye obychai i obrjady / kalym";"561632";"1963_6";"Groups";"present";NA;NA;"proximity / similarity"
"uzbeki";"language / etymology / linguistics";"566232";"1953_3";"Central Asian titular nations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"uzbeki";"housing / architecture / zhilisshe";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"housing / architecture / zhilisshe";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki";"language / terminology";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"language / terminology";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki";"dukhovnaja kul'tura / spiritual culture";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"dukhovnaja kul'tura / spiritual culture";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki";"clothing";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"clothing";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki";"material'naja kul'tura / material culture";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"material'naja kul'tura / material culture";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"56816";"1979_3";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tjurki Uzbekistana";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"56871";"1960_1";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"56871";"1960_1";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki Fergany / Uzbeks of Ferghana";"material'naja kul'tura / material culture";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki Fergany / Uzbeks of Ferghana";"material'naja kul'tura / material culture";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki Fergany / Uzbeks of Ferghana";"housing / architecture / zhilisshe";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki Fergany / Uzbeks of Ferghana";"housing / architecture / zhilisshe";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki Fergany / Uzbeks of Ferghana";"clothing";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki Fergany / Uzbeks of Ferghana";"clothing";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki Fergany / Uzbeks of Ferghana";"food / cooking / pissha";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki Fergany / Uzbeks of Ferghana";"food / cooking / pissha";"569251";"1987_3";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Khorezmskij oazis";"housing / architecture / zhilisshe";"569600";"1977_1";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Khorezmskij oazis";"housing / architecture / zhilisshe";"569600";"1977_1";"Locations";NA;"Literature Review";NA;"influence"
"uzbeki";"predstavlenija / magicheskie predstavlenija / magical beliefs";"57080";"1965_2";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"57080";"1965_2";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"57094";"1960_2";"Locations";"present";"Factual Statement by Author";NA;"knowledge exchange"
"tjurki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"573111";"1954_4";"Groups";NA;"Literature Review";NA;"influence"
"tjurki kuljabskoj oblasti";"language / spoken (incl. dialects)";"573365";"1954_4";"tjurki";"present";"Literature Review";NA;"assimilation"
"drevnie vostochno-iranskie plemena";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"574954";"1979_2";"Groups in Iran";NA;NA;NA;"proximity / similarity"
"narody Vostochnogo Gindukusha";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"574954";"1979_2";"narody Gindukusha";NA;NA;NA;"proximity / similarity"
"narody Vostochnogo Gindukusha";"language / spoken (incl. dialects)";"575107";"1979_2";"narody Gindukusha";"present";NA;NA;"proximity / similarity"
"narody Vostochnogo Gindukusha";"etnicheskie priznaki / ethnic or anthropological features";"575107";"1979_2";"narody Gindukusha";"present";NA;NA;"proximity / similarity"
"drevnee evropeoidnoe naselenie";"physical features (hair, skin, eye color, blood type)";"575192";"1958_2";"Historical groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"drevnee evropeoidnoe naselenie";"physical features (hair, skin, eye color, blood type)";"575192";"1958_2";"Historical groups";NA;"Literature Review";NA;NA
"tjurki";"physical features (hair, skin, eye color, blood type)";"575303";"1958_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tjurki";"physical features (hair, skin, eye color, blood type)";"575303";"1958_2";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"ujgury";"physical features (hair, skin, eye color, blood type)";"575303";"1958_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ujgury";"physical features (hair, skin, eye color, blood type)";"575303";"1958_2";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"bukharcy";"identity / self-description / samonazvanie / samosoznanie";"577625";"1984_6";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"58000";"1960_1";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"osedloe uzbeksko-tadzhikskoe naselenie Uzbekistana";"byt / bytovyj uklad / every-day life practices";"58000";"1960_1";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki Uzbekistana";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"58000";"1960_1";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki Uzbekistana";"byt / bytovyj uklad / every-day life practices";"58000";"1960_1";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Gruzinskie gorcy";"byt / bytovyj uklad / every-day life practices";"583043";"1982_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"Gruzinskie gorcy";"mode of production / khozjajsvennyj uklad / economic system";"583043";"1982_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"literature / poslovica / pogovorki";"583678";"1969_5";"Central Asian titular nations";NA;"Literature Review";NA;"proximity / similarity"
"uzbeki";"literature / poslovica / pogovorki";"583678";"1969_5";"Central Asian titular nations";NA;"Literature Review";NA;"influence"
"uzbeki";"literature / poslovica / pogovorki";"583678";"1969_5";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"literature / poslovica / pogovorki";"583678";"1969_5";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Central Asian titular nations";NA;"Literature Review";NA;"proximity / similarity"
"uzbeki";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Central Asian titular nations";NA;"Literature Review";NA;"influence"
"uzbeki";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"russkij narod / Russians";"literature / poslovica / pogovorki";"583678";"1969_5";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"russkij narod / Russians";"literature / poslovica / pogovorki";"583678";"1969_5";"Groups";NA;"Literature Review";NA;"influence"
"russkij narod / Russians";"literature / poslovica / pogovorki";"583678";"1969_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"russkij narod / Russians";"literature / poslovica / pogovorki";"583678";"1969_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"russkij narod / Russians";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"russkij narod / Russians";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Groups";NA;"Literature Review";NA;"influence"
"russkij narod / Russians";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"russkij narod / Russians";"folklore (incl. pesni / poslovica / pogovorki)";"583678";"1969_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"kazakhi";"clothing";"590428";"1988_2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"karakalpaki";"clothing";"590428";"1988_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kirgizy";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"59279";"1989_5";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"kirgizy";"language / spoken (incl. dialects)";"59279";"1989_5";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"tjurkojazychnye narody";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"59279";"1989_5";"tjurki";NA;"Factual Statement by Author";NA;"difference"
"tjurkojazychnye narody";"language / spoken (incl. dialects)";"59279";"1989_5";"tjurki";NA;"Factual Statement by Author";NA;"difference"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"59279";"1989_5";"Groups in Iran";NA;"Factual Statement by Author";NA;"difference"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"language / spoken (incl. dialects)";"59279";"1989_5";"Groups in Iran";NA;"Factual Statement by Author";NA;"difference"
"tjurkskie narody Srednej Azii i Kazakhstana";"textile production / handicraft / weaving / vyshivka";"604617";"1991_4";"tjurki";NA;NA;NA;"influence"
"tjurkskie narody Srednej Azii i Kazakhstana";"language / terminology";"604617";"1991_4";"tjurki";NA;NA;NA;"influence"
"Uzbekistan / Uzbekskaja SSR";"family structure / semejnye otnoshenija";"60571";"1956_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"perezhitki / survivals";"60571";"1956_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Armenija";"family structure / semejnye otnoshenija";"60571";"1956_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Armenija";"perezhitki / survivals";"60571";"1956_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Oshskaja oblast' Kirgizii";"dukhovnaja kul'tura / spiritual culture";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR";NA;NA;NA;"influence"
"Oshskaja oblast' Kirgizii";"material'naja kul'tura / material culture";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR";NA;NA;NA;"influence"
"Oshskaja oblast' Kirgizii";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"605948";"1983_3";"Kirgizija / Kirgizskaja SSR";NA;NA;NA;"influence"
"kirgizy";"dukhovnaja kul'tura / spiritual culture";"605948";"1983_3";"Central Asian titular nations";NA;NA;NA;"influence"
"kirgizy";"material'naja kul'tura / material culture";"605948";"1983_3";"Central Asian titular nations";NA;NA;NA;"influence"
"kirgizy";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"605948";"1983_3";"Central Asian titular nations";NA;NA;NA;"influence"
