"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"tadzhiki Nuratinskogo khrebta";"traditional / narodnyj / nacional'nyj";"43508";"1964_1";"groups in mountainous regions";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"changing / in a process of change";"436833";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"atheist / non-spiritual / materialist";"436833";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"loyal / trustworthy";"436833";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"feudal";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"undemocratic / hierarchical / despotic";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"zastojnyj / non-innovative";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"polozhitel'no / positive";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Zeravshanskoj doliny";"polozhitel'no / positive";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajik women / tadzhichki";"suppressed / ugnetennyj / exploited / exploitative";"440849";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Sogd";"egalitarian / liberated";"441153";"1953_2";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajik women / tadzhichki";"Muslim";"441272";"1953_2";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajik women / tadzhichki";"suppressed / ugnetennyj / exploited / exploitative";"441272";"1953_2";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Southern Tajikistan";"changing / in a process of change";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"Southern Tajikistan";"mixed / coexisting";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"Southern Tajikistan";"modern / sovremennyj";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"Southern Tajikistan";"traditional / narodnyj / nacional'nyj";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"atheist / non-spiritual / materialist";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"changing / in a process of change";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"changing / in a process of change";"446183";"1953_2";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Karategin";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Karategin";"otstalyj / backward";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Karategin";"isolated / otdalennyj / trudnodostupnyj";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Karategin";"hungry / lacking food";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Karategin";"inhospitable / adverse conditions";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"otstalyj / backward";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"isolated / otdalennyj / trudnodostupnyj";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"hungry / lacking food";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"inhospitable / adverse conditions";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"446788";"1955_4";"Pamir";"past: pre-Soviet";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"otstalyj / backward";"446788";"1955_4";"Pamir";"past: pre-Soviet";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"isolated / otdalennyj / trudnodostupnyj";"446788";"1955_4";"Pamir";"past: pre-Soviet";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"hungry / lacking food";"446788";"1955_4";"Pamir";"past: pre-Soviet";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"inhospitable / adverse conditions";"446788";"1955_4";"Pamir";"past: pre-Soviet";NA;"Rupture"
"Darvaz";"developed / razvito";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"modern / sovremennyj";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"egalitarian / liberated";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"obespechenno (material'noe blagosostojanie) / well off";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"progressive / peredovyj / novyj / efficient";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"developed / razvito";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"modern / sovremennyj";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"egalitarian / liberated";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"obespechenno (material'noe blagosostojanie) / well off";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"progressive / peredovyj / novyj / efficient";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"Karategin";"developed / razvito";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"modern / sovremennyj";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"egalitarian / liberated";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"obespechenno (material'noe blagosostojanie) / well off";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"progressive / peredovyj / novyj / efficient";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"developed / razvito";"446904";"1955_4";"Pamir";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"modern / sovremennyj";"446904";"1955_4";"Pamir";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"egalitarian / liberated";"446904";"1955_4";"Pamir";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"obespechenno (material'noe blagosostojanie) / well off";"446904";"1955_4";"Pamir";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'e";"progressive / peredovyj / novyj / efficient";"446904";"1955_4";"Pamir";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"suppressed / ugnetennyj / exploited / exploitative";"447888";"1955_4";"gornye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"feudal";"447888";"1955_4";"gornye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"zadavlenno nuzhdoj / poverty-stricken";"447888";"1955_4";"gornye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"active";"448003";"1955_4";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"soznatel'no / class-conscious";"448003";"1955_4";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"traditional / narodnyj / nacional'nyj";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"archaic / arkhaichno";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"mixed / coexisting";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449109";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449109";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449712";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449712";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"traditional / narodnyj / nacional'nyj";"449927";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"traditional / narodnyj / nacional'nyj";"449927";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449927";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"449927";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Darvaza";"unique / locally specific / svoeobraznyj / samobytnyj";"450999";"1955_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"tadzhiki Darvaza";"primitive / primitivno";"450999";"1955_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"Darvaz";"developed / razvito";"453453";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"successful / uspeshno";"453642";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"growing (economy,  production)";"453642";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"changing / in a process of change";"453642";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"developed / razvito";"453642";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Historical Northern Tajikistan (Sogd + Ferghana)";"traditional / narodnyj / nacional'nyj";"456000";"1984_6";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki verkhov'ev Chirchika (Uzbekistan)";"traditional / narodnyj / nacional'nyj";"456000";"1984_6";"Tajiks outside the Tajik SSR";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Srednej Azii";"developed / razvito";"460662";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Srednej Azii";"unique / locally specific / svoeobraznyj / samobytnyj";"460662";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Darvaz";"inhospitable / adverse conditions";"461556";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"Darvaz";"poor / impoverished";"461556";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"Darvaz";"hungry / lacking food";"461556";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"Darvaz";"flawed / in need of improvement";"461888";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"darvazcy";"changing / in a process of change";"462625";"1955_4";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"Sogd";"traditional / narodnyj / nacional'nyj";"46279";"1964_1";"Historical Northern Tajikistan (Sogd + Ferghana)";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"traditional / narodnyj / nacional'nyj";"46279";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"darvazcy";"flawed / in need of improvement";"463264";"1955_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"darvazcy";"superstitious";"463264";"1955_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"narody Srednej Azii";"resistent / resisting";"464008";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Srednej Azii";"threatened / attacked / in need of protection";"464008";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Darvaz";"changing / in a process of change";"467426";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"46897";"1982_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"egalitarian / liberated";"46897";"1982_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"modern / sovremennyj";"46897";"1982_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"Soviet Union";"changing / in a process of change";"46897";"1982_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA
"Soviet Union";"egalitarian / liberated";"46897";"1982_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA
"Soviet Union";"modern / sovremennyj";"46897";"1982_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"developed / razvito";"46967";"1964_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"zazhitochno / wealthy / prosperous";"46967";"1964_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"urban";"46967";"1964_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"kirgizy";"collectivist";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"kirgizy";"Muslim";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"uzbeki";"collectivist";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"uzbeki";"Muslim";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"tadzhiki";"collectivist";"471786";"1990_6";"Groups";"past";"Factual Statement by Author";NA
"tadzhiki";"Muslim";"471786";"1990_6";"Groups";"past";"Factual Statement by Author";NA
"afgancy / Afghans";"collectivist";"471786";"1990_6";"Groups in Afghanistan";"past";"Factual Statement by Author";NA
"afgancy / Afghans";"Muslim";"471786";"1990_6";"Groups in Afghanistan";"past";"Factual Statement by Author";NA
"sredneaziatskie araby / Central Asian Arabs";"collectivist";"471786";"1990_6";"Groups";"past";"Factual Statement by Author";NA
"sredneaziatskie araby / Central Asian Arabs";"Muslim";"471786";"1990_6";"Groups";"past";"Factual Statement by Author";NA
"kazakhi";"collectivist";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"kazakhi";"Muslim";"471786";"1990_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"traditional / narodnyj / nacional'nyj";"479456";"1974_6";"plainland regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"traditional / narodnyj / nacional'nyj";"479456";"1974_6";"Kuljabskaja oblast' / Kuljab";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"modern / sovremennyj";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"changing / in a process of change";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"karakalpaki";"modern / sovremennyj";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"karakalpaki";"changing / in a process of change";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"growing (population: mnogodetnost')";"480579";"1983_6";"Locations";NA;"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"growing (population: mnogodetnost')";"480579";"1983_6";"Locations";NA;"Factual Statement by Author";NA
"Uzbekistan / Uzbekskaja SSR";"growing (population: mnogodetnost')";"480579";"1983_6";"Locations";NA;"Factual Statement by Author";NA
"vostochnaja chast' Bukharskogo khanstva";"feudal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"patriarchal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"unequal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"suppressed / ugnetennyj / exploited / exploitative";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"zapadnaja chast' Bukharskogo khanstva";"feudal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"zapadnaja chast' Bukharskogo khanstva";"patriarchal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"zapadnaja chast' Bukharskogo khanstva";"unequal";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"zapadnaja chast' Bukharskogo khanstva";"suppressed / ugnetennyj / exploited / exploitative";"487585";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"suppressed / ugnetennyj / exploited / exploitative";"487960";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"unequal";"487960";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"feudal";"487960";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"vostochnaja chast' Bukharskogo khanstva";"patriarchal";"487960";"1957_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajik women / tadzhichki";"collectivist";"488169";"1990_6";"tadzhiki";"present";"Factual Statement by Author";"Continuity"
"Uzbek women / uzbechki";"collectivist";"488169";"1990_6";"uzbeki";"present";"Factual Statement by Author";"Continuity"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"superstitious";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"religious";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"uneducated";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"vredno / harmful";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki";"superstitious";"492871";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki";"religious";"492871";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki";"uneducated";"492871";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki";"vredno / harmful";"492871";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki-matchincy";"changing / in a process of change";"495546";"1964-6";"groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki srednej chasti doliny Zeravshana";"zoroastrijskij / Zoroastrian";"496053";"1973_1";"tadzhiki";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA
"iranskie narody / Iranian peoples";"zoroastrijskij / Zoroastrian";"496053";"1973_1";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA
"Ura-Tjube";"peaceful";"49854";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";NA
"Isfara";"peaceful";"49854";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"superstitious";"499366";"1973_1";"tadzhiki";"present";NA;NA
"Isfara";"belligerent";"49973";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Ura-Tjube";"belligerent";"49973";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"polukochevye narody / narodnosti";"feudal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"polukochevye narody / narodnosti";"patriarchal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"polukochevye narody / narodnosti";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"feudal";"501434";"1957_2";"groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"patriarchal";"501434";"1957_2";"groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"groups in mountainous regions";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye shotlandcy";"feudal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye shotlandcy";"patriarchal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye shotlandcy";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"chernogorcy";"feudal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"chernogorcy";"patriarchal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"chernogorcy";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Kavkaza";"feudal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Kavkaza";"patriarchal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Kavkaza";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kochevye narody";"feudal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kochevye narody";"patriarchal";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kochevye narody";"isolated / otdalennyj / trudnodostupnyj";"501434";"1957_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"educated";"504478";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"superstitious";"504478";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
