"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"technology";NA
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"use of specific tools or methods";NA
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Correction of cited research or literature";"Rupture";"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Correction of cited research or literature";"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Correction of cited research or literature";"Rupture";"technology";NA
"Ferghana / Ferganskaja dolina";"Golodnaja step'";"522873";"1955_3";"Northern Tajikistan, Ferghana / Ferganskaja dolina";"present";"Correction of cited research or literature";"Rupture";"use of specific tools or methods";NA
"sogdiicy";"tadzhiki";"526131";"1957_2";"Historical groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"art / painting / zhivopis' / iskusstvo";"proximity / similarity"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"526723";"1976_3";"Groups, Groups";"past";"Literature Review";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"526723";"1976_3";"Groups, Groups";"past";"Literature Review";NA;"use of specific tools or methods";"proximity / similarity"
"pandzhabskaja narodnost'";"tadzhiki";"530367";"1965_2";"Groups, Groups";"past: pre-Islamic / pre-Arab conquest";"Literature Review";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"pandzhabskaja narodnost'";"tadzhiki";"530367";"1965_2";"Groups, Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"bassejn / dolina Zeravshan";"verkhovya Matchi";"531251";"1953_3";"Zeravshan, gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"cities in contemporary Afghanistan";"cities in pre-Soviet Tajikistan";"53248";"1982_3";"Afghanistan, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"khozjajstvo / economy";"proximity / similarity"
"tadzhiki";"turkmeny";"533757";"1989_4";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"difference"
"tadzhiki";"uzbeki";"533757";"1989_4";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"difference"
"turkmeny";"uzbeki";"533757";"1989_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"difference"
"downstream r. Zeravshan";"verkhovya Matchi";"533804";"1953_3";"Zeravshan, gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Tajikistan / TadzhSSR";"Ura-Tjube";"538087";"1953_3";"Locations, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Tajikistan / TadzhSSR";"Ura-Tjube";"538087";"1953_3";"Locations, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"material'naja kul'tura / material culture";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"material'naja kul'tura / material culture";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"history";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Literature Review";NA;"history";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"material'naja kul'tura / material culture";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"material'naja kul'tura / material culture";"proximity / similarity"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"influence"
"tadzhiki";"uzbeki";"538734";"1977_1";"Groups, Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"proximity / similarity"
"kazakhi";"tadzhiki";"541055";"1980_4";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folk tales / legends / predanii";"proximity / similarity"
"kazakhi";"uzbeki";"541055";"1980_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folk tales / legends / predanii";"proximity / similarity"
"tadzhiki";"uzbeki";"541055";"1980_4";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folk tales / legends / predanii";"proximity / similarity"
"cities in contemporary Afghanistan";"cities in pre-Soviet Tajikistan";"54183";"1982_3";"Afghanistan, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"profession / zanjatie";"proximity / similarity"
"nizhnij Jagnob / Yaghnob";"Zeravshan";"542052";"1953_3";"Zeravshan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"tadzhiki";"uzbeki";"542749";"1980_4";"Groups, Central Asian titular nations";NA;"Factual Statement by Author";NA;"religioznye obrjady, simvoly / religious rites, symbols";"proximity / similarity"
"tadzhiki";"uzbeki";"542749";"1980_4";"Groups, Central Asian titular nations";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"downstream r. Zeravshan";"severnye otrogi Zeravshanskogo khrebta";"543490";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"uzbeki";"54379";"1991_1";"Tajiks outside Tajikistan, Central Asian titular nations";NA;"Factual Statement by Author";NA;"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"uzbeki";"54379";"1991_1";"Tajiks outside Tajikistan, Central Asian titular nations";NA;"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"uzbeki";"54379";"1991_1";"Tajiks outside Tajikistan, Central Asian titular nations";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"gornye tadzhiki";"ravninnye tadzhiki";"544966";"1953_3";"groups in mountainous regions, groups in plainland regions";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"difference"
"bassejn / dolina Zeravshan";"verkhovja Jagnoba / Yaghnob";"545814";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Darvaz";"Karategin";"546939";"1953_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Garm / Garmskaja oblast'";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"546939";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan, Locations";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Darvaz";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"546939";"1953_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"54755";"1964_1";"gornye tadzhiki, Historical locations";"present";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"influence"
"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"548346";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan, gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"difference"
"cities in pre-Soviet Tajikistan";"Isfara";"54923";"1982_3";"Tajikistan / TadzhSSR, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"political life";NA
"cities in pre-Soviet Tajikistan";"Ura-Tjube";"54923";"1982_3";"Tajikistan / TadzhSSR, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"political life";NA
"Isfara";"Ura-Tjube";"54923";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";"political life";NA
"dolina Vancha";"dolina Yazgulema / Yazgulem";"549665";"1953_3";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"bassejn / dolina Zeravshan";"dolina Vancha";"550140";"1953_3";"Zeravshan, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"bassejn / dolina Zeravshan";"dolina Yazgulema / Yazgulem";"550140";"1953_3";"Zeravshan, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"Ancient Greece / Hellenic world";"dolina Vancha";"550140";"1953_3";"Historical locations, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"Ancient Greece / Hellenic world";"dolina Yazgulema / Yazgulem";"550140";"1953_3";"Historical locations, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"dolina Vancha";"dolina Yazgulema / Yazgulem";"550140";"1953_3";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"Blizhnij Vostok";"Tajikistan / TadzhSSR";"550232";"1953_3";"Locations, Locations";"present";NA;NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Tajikistan / TadzhSSR";"Zakavkas";"550232";"1953_3";"Locations, Locations";"present";NA;NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Blizhnij Vostok";"Zakavkas";"550232";"1953_3";"Locations, Locations";"present";NA;NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Bukhara (Uzbekistan)";"Samarkand";"550403";"1953_3";"Uzbekistan / Uzbekskaja SSR, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"proximity / similarity"
"Tajikistan / TadzhSSR";"Zosun";"551005";"1953_3";"Locations, Zeravshan";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"551005";"1953_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"Rarz";"Zosun";"551005";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"Sangiston";"Zosun";"551005";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"Rarz";"Uzbekistan / Uzbekskaja SSR";"551005";"1953_3";"Zeravshan, Locations";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"Rarz";"Sangiston";"551005";"1953_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"difference"
"tadzhiki";"vakhancy";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"tadzhiki";"vakhancy";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"tadzhiki";"vakhancy";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"tadzhiki";"vakhancy";"55318";"1989_5";"Groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"jazgulemcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"jazgulemcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"jazgulemcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"ishkashimcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"ishkashimcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"ishkashimcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"pamirskie narody";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"pamirskie narody";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamirskie narody";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"pamirskie narody";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"pamirskie narody";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"pamirskie narody";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamirskie narody";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"pamirskie narody";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"pamirskie narody";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"pamirskie narody";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamirskie narody";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"pamirskie narody";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"pamirskie narody";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"ishkashimcy";"jazgulemcy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"ishkashimcy";"jazgulemcy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"ishkashimcy";"jazgulemcy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"jazgulemcy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"jazgulemcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"jazgulemcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"jazgulemcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"jazgulemcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"jazgulemcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"jazgulemcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"jazgulemcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"jazgulemcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"jazgulemcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"ishkashimcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"ishkashimcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"ishkashimcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"ishkashimcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"ishkashimcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"ishkashimcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"ishkashimcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"ishkashimcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"ishkashimcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"rushancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"shugnancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"shugnancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"shugnancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"shugnancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"rushancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"rushancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"rushancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"rushancy";"vakhancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"rushancy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"rushancy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"history";"difference"
"rushancy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"difference"
"rushancy";"shugnancy";"55318";"1989_5";"Pamir groups, Pamir groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"difference"
"tadzhiki";"uzbeki";"55342";"1982_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"sredneaziatskie araby / Central Asian Arabs";"turkmeny";"553766";"1990_6";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"turkmeny";"553766";"1990_6";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"553766";"1990_6";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"553766";"1990_6";"Groups, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"sredneaziatskie araby / Central Asian Arabs";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"sredneaziatskie araby / Central Asian Arabs";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
