"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"attribute"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"changing / in a process of change"
"tadzhiki doliny Jakh-su";"tadzhiki Vakhio";"417025";"1954_3";"groups in mountainous regions, groups in mountainous regions";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"inhospitable / adverse conditions"
"Karategin";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"feudal"
"Karategin";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"suppressed / ugnetennyj / exploited / exploitative"
"gornye tadzhiki";"Karategin";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"feudal"
"gornye tadzhiki";"Karategin";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"suppressed / ugnetennyj / exploited / exploitative"
"gornye tadzhiki";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"feudal"
"gornye tadzhiki";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"suppressed / ugnetennyj / exploited / exploitative"
"Karategin";"Soviet Union";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"soznatel'no / class-conscious"
"Karategin";"Soviet Union";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'turno / cultured"
"gornye tadzhiki";"Karategin";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"soznatel'no / class-conscious"
"gornye tadzhiki";"Karategin";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'turno / cultured"
"gornye tadzhiki";"Soviet Union";"419734";"1954_3";"Locations, groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"soznatel'no / class-conscious"
"gornye tadzhiki";"Soviet Union";"419734";"1954_3";"Locations, groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"kul'turno / cultured"
"gornye tadzhiki";"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"419785";"1954_3";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan, groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"gornye tadzhiki";"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"419785";"1954_3";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan, groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"gornye tadzhiki";"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"419785";"1954_3";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan, groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";"changing / in a process of change"
"Kuljabskaja oblast' / Kuljab";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Southern Tajikistan";"past: pre-Soviet";NA;NA;"primitive / primitivno"
"Kuljabskaja oblast' / Kuljab";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Southern Tajikistan";"past: pre-Soviet";NA;NA;"poor / impoverished"
"Kuljabskaja oblast' / Kuljab";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Southern Tajikistan";"past: pre-Soviet";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"Gissar";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"primitive / primitivno"
"Gissar";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"poor / impoverished"
"Gissar";"vostochnaja chast' Bukharskogo khanstva";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"Gissar";"Kuljabskaja oblast' / Kuljab";"422724";"1957_1";"Southern Tajikistan, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"primitive / primitivno"
"Gissar";"Kuljabskaja oblast' / Kuljab";"422724";"1957_1";"Southern Tajikistan, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"poor / impoverished"
"Gissar";"Kuljabskaja oblast' / Kuljab";"422724";"1957_1";"Southern Tajikistan, Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"Central Asia / Srednjaja Azija";"tadzhiki";"423152";"1984_3";"Locations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"otstalyj / backward"
"Central Asia / Srednjaja Azija";"tadzhiki";"423152";"1984_3";"Locations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"unhealthy"
"tadzhiki-matchincy v Dal'verzinskoj stepi";"turkmeny";"43187";"1962_6";"groups in mountainous regions, Central Asian titular nations";"present";"Factual Statement by Author";NA;"flawed / in need of improvement"
"tadzhiki-matchincy v Dal'verzinskoj stepi";"turkmeny";"43187";"1962_6";"groups in mountainous regions, Central Asian titular nations";"present";"Factual Statement by Author";NA;"regressive / reactionary"
"karakalpaki";"tadzhiki-matchincy v Dal'verzinskoj stepi";"43187";"1962_6";"groups in mountainous regions, Groups";"present";"Factual Statement by Author";NA;"flawed / in need of improvement"
"karakalpaki";"tadzhiki-matchincy v Dal'verzinskoj stepi";"43187";"1962_6";"groups in mountainous regions, Groups";"present";"Factual Statement by Author";NA;"regressive / reactionary"
"karakalpaki";"turkmeny";"43187";"1962_6";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";NA;"flawed / in need of improvement"
"karakalpaki";"turkmeny";"43187";"1962_6";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";NA;"regressive / reactionary"
"prisyrdar'inskij rajon";"tadzhiki Nuratinskogo khrebta";"43508";"1964_1";"groups in mountainous regions, Northern Tajikistan";"present";"Factual Statement by Author";NA;"developed / razvito"
"prisyrdar'inskij rajon";"tadzhiki Nuratinskogo khrebta";"43508";"1964_1";"groups in mountainous regions, Northern Tajikistan";"present";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"prisyrdar'inskij rajon";"tadzhiki Nuratinskogo khrebta";"43508";"1964_1";"groups in mountainous regions, Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"developed / razvito"
"prisyrdar'inskij rajon";"tadzhiki Nuratinskogo khrebta";"43508";"1964_1";"groups in mountainous regions, Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"tadzhiki Zeravshanskoj doliny";"437353";"1953_2";"Historical groups, tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"polozhitel'no / positive"
"Darvaz";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Darvaz";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"otstalyj / backward"
"Darvaz";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"isolated / otdalennyj / trudnodostupnyj"
"Darvaz";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"hungry / lacking food"
"Darvaz";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"inhospitable / adverse conditions"
"Karategin";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Karategin";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"otstalyj / backward"
"Karategin";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"isolated / otdalennyj / trudnodostupnyj"
"Karategin";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"hungry / lacking food"
"Karategin";"pripamirskie rajony / Pripamir'";"446788";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"inhospitable / adverse conditions"
"Darvaz";"Karategin";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Darvaz";"Karategin";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"otstalyj / backward"
"Darvaz";"Karategin";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"isolated / otdalennyj / trudnodostupnyj"
"Darvaz";"Karategin";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"hungry / lacking food"
"Darvaz";"Karategin";"446788";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;"Rupture";"inhospitable / adverse conditions"
"Darvaz";"gorcy-tadzhiki / tadzhiki-gorcy";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornye tadzhiki";"present";NA;"Rupture";"developed / razvito"
"Darvaz";"gorcy-tadzhiki / tadzhiki-gorcy";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornye tadzhiki";"present";NA;"Rupture";"modern / sovremennyj"
"Darvaz";"gorcy-tadzhiki / tadzhiki-gorcy";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornye tadzhiki";"present";NA;"Rupture";"egalitarian / liberated"
"Darvaz";"gorcy-tadzhiki / tadzhiki-gorcy";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornye tadzhiki";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"Darvaz";"gorcy-tadzhiki / tadzhiki-gorcy";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornye tadzhiki";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"Darvaz";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";NA;"Rupture";"developed / razvito"
"Darvaz";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";NA;"Rupture";"modern / sovremennyj"
"Darvaz";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";NA;"Rupture";"egalitarian / liberated"
"Darvaz";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"Darvaz";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Locations";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"Darvaz";"Karategin";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"developed / razvito"
"Darvaz";"Karategin";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"modern / sovremennyj"
"Darvaz";"Karategin";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"egalitarian / liberated"
"Darvaz";"Karategin";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"Darvaz";"Karategin";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"gorcy-tadzhiki / tadzhiki-gorcy";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornye tadzhiki, Locations";"present";NA;"Rupture";"developed / razvito"
"gorcy-tadzhiki / tadzhiki-gorcy";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornye tadzhiki, Locations";"present";NA;"Rupture";"modern / sovremennyj"
"gorcy-tadzhiki / tadzhiki-gorcy";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornye tadzhiki, Locations";"present";NA;"Rupture";"egalitarian / liberated"
"gorcy-tadzhiki / tadzhiki-gorcy";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornye tadzhiki, Locations";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"gorcy-tadzhiki / tadzhiki-gorcy";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"gornye tadzhiki, Locations";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"gorcy-tadzhiki / tadzhiki-gorcy";"Karategin";"446904";"1955_4";"gornye tadzhiki, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"developed / razvito"
"gorcy-tadzhiki / tadzhiki-gorcy";"Karategin";"446904";"1955_4";"gornye tadzhiki, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"modern / sovremennyj"
"gorcy-tadzhiki / tadzhiki-gorcy";"Karategin";"446904";"1955_4";"gornye tadzhiki, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"egalitarian / liberated"
"gorcy-tadzhiki / tadzhiki-gorcy";"Karategin";"446904";"1955_4";"gornye tadzhiki, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"gorcy-tadzhiki / tadzhiki-gorcy";"Karategin";"446904";"1955_4";"gornye tadzhiki, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"Karategin";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"developed / razvito"
"Karategin";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"modern / sovremennyj"
"Karategin";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"egalitarian / liberated"
"Karategin";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"Karategin";"pripamirskie rajony / Pripamir'";"446904";"1955_4";"Locations, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";"progressive / peredovyj / novyj / efficient"
"Historical Northern Tajikistan (Sogd + Ferghana)";"tadzhiki verkhov'ev Chirchika (Uzbekistan)";"456000";"1984_6";"Historical locations, Tajiks outside the Tajik SSR";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"traditional / narodnyj / nacional'nyj"
"Sogd";"tadzhiki Nuratinskogo khrebta";"46279";"1964_1";"Historical Northern Tajikistan (Sogd + Ferghana), groups in mountainous regions";"present";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"Soviet Union";"tadzhiki";"46897";"1982_3";"Locations, Groups";"past: early Soviet";"Factual Statement by Author";NA;"changing / in a process of change"
"Soviet Union";"tadzhiki";"46897";"1982_3";"Locations, Groups";"past: early Soviet";"Factual Statement by Author";NA;"egalitarian / liberated"
"Soviet Union";"tadzhiki";"46897";"1982_3";"Locations, Groups";"past: early Soviet";"Factual Statement by Author";NA;"modern / sovremennyj"
"kazakhi";"tadzhiki";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"collectivist"
"kazakhi";"tadzhiki";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"kazakhi";"kirgizy";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"kazakhi";"kirgizy";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"afgancy / Afghans";"kazakhi";"471786";"1990_6";"Central Asian titular nations, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"collectivist"
"afgancy / Afghans";"kazakhi";"471786";"1990_6";"Central Asian titular nations, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"Muslim"
"kazakhi";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"kazakhi";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"kazakhi";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"collectivist"
"kazakhi";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"Muslim"
"kirgizy";"tadzhiki";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"kirgizy";"tadzhiki";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"afgancy / Afghans";"tadzhiki";"471786";"1990_6";"Groups, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"collectivist"
"afgancy / Afghans";"tadzhiki";"471786";"1990_6";"Groups, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"Muslim"
"tadzhiki";"uzbeki";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"collectivist"
"tadzhiki";"uzbeki";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"Muslim"
"sredneaziatskie araby / Central Asian Arabs";"tadzhiki";"471786";"1990_6";"Groups, Groups";"past";"Factual Statement by Author";NA;"collectivist"
