"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"gornye tadzhiki Kashkadar'i i Surkhana";"khozjajstvo / economy";"530988";"1989_4";"gornye tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"gornye tadzhiki Kashkadar'i i Surkhana";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"gornye tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tadzhiki-chagatai";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tadzhiki-chagatai";"khozjajstvo / economy";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tadzhiki-chagatai";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"verkhovya Matchi";"housing / architecture / zhilisshe";"531251";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"531251";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"tadzhiki";"history";"531403";"1954-2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"etnicheskie priznaki / ethnic or anthropological features";"531403";"1954-2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in pre-Soviet Tajikistan";"khozjajstvo / economy";"53248";"1982_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"material'naja kul'tura / material culture";"53323";"1964_1";"groups in mountainous regions";"past";"Factual Statement by Author";NA;"influence"
"tadzhiki";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"verkhovya Matchi";"housing / architecture / zhilisshe";"533804";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"533804";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"534173";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"gornye tadzhiki";"art / painting / zhivopis' / iskusstvo";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"538087";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"538087";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Ura-Tjube";"housing / architecture / zhilisshe";"538087";"1953_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Ura-Tjube";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"538087";"1953_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"carvings / rez'by po derevu";"538411";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"tadzhiki";"folk tales / legends / predanii";"541055";"1980_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in pre-Soviet Tajikistan";"profession / zanjatie";"54183";"1982_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"nizhnij Jagnob / Yaghnob";"housing / architecture / zhilisshe";"542052";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Zeravshan";"housing / architecture / zhilisshe";"542052";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"542749";"1980_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"religioznye obrjady, simvoly / religious rites, symbols";"542749";"1980_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"543490";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"severnye otrogi Zeravshanskogo khrebta";"housing / architecture / zhilisshe";"543490";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"language / spoken (incl. dialects)";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"severnye otrogi Zeravshanskogo khrebta";"housing / architecture / zhilisshe";"544290";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"ravninnye tadzhiki";"housing / architecture / zhilisshe";"544966";"1953_3";"groups in plainland regions";"present";"Factual Statement by Author";NA;"difference"
"gornye tadzhiki";"housing / architecture / zhilisshe";"544966";"1953_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"difference"
"vysokogornye oblasti / rajony Tadzhikistana";"housing / architecture / zhilisshe";"545117";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA;NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"housing / architecture / zhilisshe";"545316";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;"difference"
"Zeravshan";"housing / architecture / zhilisshe";"545316";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";NA;"difference"
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"life on kolkhozes / kolkhoznoe krest'janstvo";"54538";"1982_3";"Groups";"present";NA;NA;NA
"verkhovja Jagnoba / Yaghnob";"housing / architecture / zhilisshe";"545814";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"545814";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"literature / poslovica / pogovorki";"546131";"1955_1";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"housing / architecture / zhilisshe";"546733";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;"proximity / similarity"
"verkhovya Varzoba";"housing / architecture / zhilisshe";"546733";"1953_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Darvaz";"housing / architecture / zhilisshe";"546939";"1953_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Garm / Garmskaja oblast'";"housing / architecture / zhilisshe";"546939";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Karategin";"housing / architecture / zhilisshe";"546939";"1953_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"housing / architecture / zhilisshe";"546939";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"housing / architecture / zhilisshe";"547039";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;NA
"Vakhio / Vakhie (dolina  r. Khingou / Obikhingou)";"housing / architecture / zhilisshe";"547039";"1953_3";"Southern Tajikistan";"present";"Factual Statement by Author";NA;NA
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54755";"1964_1";"Historical locations";"present";"Factual Statement by Author";"Continuity";"influence"
"tadzhiki Nuratinskogo khrebta";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54755";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity";"influence"
"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"housing / architecture / zhilisshe";"548346";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA;"difference"
"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"housing / architecture / zhilisshe";"548346";"1953_3";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";"Factual Statement by Author";NA;"difference"
"Isfara";"political life";"54923";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";NA
"Ura-Tjube";"political life";"54923";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Factual Statement by Author";"Continuity";NA
"cities in pre-Soviet Tajikistan";"political life";"54923";"1982_3";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";"Continuity";NA
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"549665";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"dolina Yazgulema / Yazgulem";"housing / architecture / zhilisshe";"549665";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;"proximity / similarity"
"dolina Vancha";"housing / architecture / zhilisshe";"549665";"1953_3";"Pamir";"present";"Factual Statement by Author";NA;"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"housing / architecture / zhilisshe";"549665";"1953_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"zemledelie / sel'skoe khosjajstvo / agriculture";"55004";"1965_2";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";"Rupture";NA
"dolina Yazgulema / Yazgulem";"housing / architecture / zhilisshe";"550140";"1953_3";"Pamir";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"550140";"1953_3";"Zeravshan";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"dolina Vancha";"housing / architecture / zhilisshe";"550140";"1953_3";"Pamir";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"550232";"1953_3";"Locations";"present";NA;NA;"proximity / similarity"
"Zeravshan";"religious architecture / Mosque / Mazar";"550403";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Sangiston";"religious architecture / Mosque / Mazar";"551005";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"difference"
"Zosun";"religious architecture / Mosque / Mazar";"551005";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"difference"
"Tajikistan / TadzhSSR";"religious architecture / Mosque / Mazar";"551005";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"difference"
"Rarz";"religious architecture / Mosque / Mazar";"551005";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"difference"
"pamirskie narody";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"pamirskie narody";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"pamirskie narody";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"pamirskie narody";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"shugnancy";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"shugnancy";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"shugnancy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"shugnancy";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"rushancy";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"rushancy";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"rushancy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"rushancy";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ishkashimcy";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ishkashimcy";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ishkashimcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ishkashimcy";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"vakhancy";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"vakhancy";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"vakhancy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"vakhancy";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"jazgulemcy";"history";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"jazgulemcy";"language / spoken (incl. dialects)";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"jazgulemcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"jazgulemcy";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"history";"55318";"1989_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"language / spoken (incl. dialects)";"55318";"1989_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"55318";"1989_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"55318";"1989_5";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"language / spoken (incl. dialects)";"55342";"1982_5";"Groups";"present";"Factual Statement by Author";NA;NA
"tadzhiki";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"assimilation"
"tadzhiki";"antropologicheskij sostav / antropologicheskie komponenty";"553766";"1990_6";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Zeravshan";"religious architecture / Mosque / Mazar";"554258";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";NA;"difference"
"Zeravshan";"religious architecture / Mosque / Mazar";"554766";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";"Continuity";NA
"Zeravshanskaja dolina";"religious architecture / Mosque / Mazar";"555222";"1953_3";"Zeravshan";"past";NA;"Continuity";"proximity / similarity"
"Urmitan / Urmetan";"religious architecture / Mosque / Mazar";"555222";"1953_3";"Tajikistan / TadzhSSR";"past";NA;"Continuity";"proximity / similarity"
"dolina Yazgulema / Yazgulem";"religious architecture / Mosque / Mazar";"555325";"1953_3";"Pamir";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Zeravshanskaja dolina";"religious architecture / Mosque / Mazar";"555325";"1953_3";"Zeravshan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"555339";"1963_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"gornye tadzhiki";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"555339";"1963_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Isfara";"promyshlennoe proizvodstvo / industrialization";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;NA
"Isfara";"promyshlennoe proizvodstvo / industrialization";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;NA
"Isfara";"housing / architecture / zhilisshe";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;NA
"Isfara";"housing / architecture / zhilisshe";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;NA
"Ura-Tjube";"promyshlennoe proizvodstvo / industrialization";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;NA
"Ura-Tjube";"promyshlennoe proizvodstvo / industrialization";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;NA
"Ura-Tjube";"housing / architecture / zhilisshe";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;NA
"Ura-Tjube";"housing / architecture / zhilisshe";"55722";"1982_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;NA
"tadzhiki";"profession / zanjatie";"55802";"1990_3";"Groups";NA;"Factual Statement by Author";NA;"difference"
"Zosun";"religious architecture / Mosque / Mazar";"558899";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"clothing";"558965";"1970_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"housing / architecture / zhilisshe";"558965";"1970_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Zosun";"religious architecture / Mosque / Mazar";"559313";"1953_3";"Zeravshan";"present";NA;NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"559876";"1953_3";"Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"difference"
"Tajik-Uzbek border regions";"religious architecture / Mosque / Mazar";"560681";"1953_3";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Ferghana / Ferganskaja dolina";"religious architecture / Mosque / Mazar";"560681";"1953_3";"Northern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Zeravshanskaja dolina";"religious architecture / Mosque / Mazar";"560681";"1953_3";"Zeravshan";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"sel'skoe naselenie juzhnykh i zapadnykh rajonov Tadzhikistana";"clothing";"56082";"1960_1";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";NA;NA;NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"560977";"1953_3";"Locations";NA;"Factual Statement by Author";NA;"influence"
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"561139";"1953_3";"Locations";NA;"Factual Statement by Author";NA;"influence"
"tadzhiki v Afganistane / Tajiks in Afghanistan";"weddings / svadebnye obychai i obrjady / kalym";"561632";"1963_6";"Tajiks outside the Tajik SSR";"present";NA;NA;"proximity / similarity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"zemledelie / sel'skoe khosjajstvo / agriculture";"56392";"1965_2";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"use of specific tools or methods";"56392";"1965_2";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"56392";"1965_2";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"use of specific tools or methods";"56392";"1965_2";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"folklore (incl. pesni / poslovica / pogovorki)";"565027";"1957-4";"Groups";"past: pre-Soviet";"Literature Review";NA;NA
"tadzhiki";"folklore (incl. pesni / poslovica / pogovorki)";"565027";"1957-4";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki";"language / etymology / linguistics";"566232";"1953_3";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"tadzhiki";"dukhovnaja kul'tura / spiritual culture";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"dukhovnaja kul'tura / spiritual culture";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki";"material'naja kul'tura / material culture";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"material'naja kul'tura / material culture";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki";"language / terminology";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"language / terminology";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki";"clothing";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"clothing";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki";"housing / architecture / zhilisshe";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"housing / architecture / zhilisshe";"56816";"1979_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"material'naja kul'tura / material culture";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"material'naja kul'tura / material culture";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"housing / architecture / zhilisshe";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"housing / architecture / zhilisshe";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"clothing";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"clothing";"569251";"1987_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
