"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"505083";"1989_4";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Samarkanda (Uzbekistan)";"weddings / svadebnye obychai i obrjady / kalym";"506397";"1973_1";"Tajiks outside the Tajik SSR";"past: early Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"language / spoken (incl. dialects)";"508317";"1989_4";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"508317";"1989_4";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"508317";"1989_4";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"language / spoken (incl. dialects)";"508317";"1989_4";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"508317";"1989_4";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"508317";"1989_4";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"predstavlenija / magicheskie predstavlenija / magical beliefs";"509955";"1973_1";"Tajiks outside the Tajik SSR";"past";NA;NA;"proximity / similarity"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"verovanija / mify / beliefs / myths";"509955";"1973_1";"Tajiks outside the Tajik SSR";"past";NA;NA;"proximity / similarity"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"sueverii / superstitions";"509955";"1973_1";"Tajiks outside the Tajik SSR";"past";NA;NA;"proximity / similarity"
"turkmeny";"predstavlenija / magicheskie predstavlenija / magical beliefs";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"turkmeny";"verovanija / mify / beliefs / myths";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"turkmeny";"sueverii / superstitions";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"uzbeki";"predstavlenija / magicheskie predstavlenija / magical beliefs";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"uzbeki";"verovanija / mify / beliefs / myths";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"uzbeki";"sueverii / superstitions";"509955";"1973_1";"Central Asian titular nations";"past";NA;NA;"proximity / similarity"
"tadzhiki";"zanjatnost' / employment";"51063";"1983_6";"Groups";"present";NA;NA;NA
"tadzhiki";"language / spoken (incl. dialects)";"51063";"1983_6";"Groups";"present";NA;NA;NA
"tadzhiki";"obychai / customs";"51063";"1983_6";"Groups";"present";NA;NA;NA
"tjurkskie narody";"zanjatnost' / employment";"51063";"1983_6";"tjurki";"present";NA;NA;NA
"tjurkskie narody";"language / spoken (incl. dialects)";"51063";"1983_6";"tjurki";"present";NA;NA;NA
"tjurkskie narody";"obychai / customs";"51063";"1983_6";"tjurki";"present";NA;NA;NA
"tadzhiki Ura-Tjube";"verovanija / mify / beliefs / myths";"511925";"1973_1";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";NA;NA;NA;"proximity / similarity"
"tadzhiki srednej chasti doliny Zeravshana";"verovanija / mify / beliefs / myths";"511925";"1973_1";"tadzhiki";NA;NA;NA;"proximity / similarity"
"dashtikipchatskie kochevniki";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"dashtikipchatskie kochevniki";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"dashtikipchatskie kochevniki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"dashtikipchatskie kochevniki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"naselenie dolin r. Isfary";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"naselenie dolin r. Isfary";"genes / genetic features";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"naselenie dolin r. Isfary";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"naselenie dolin r. Isfary";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"naselenie dolin r. Gunt";"genes / genetic features";"512201";"1989_4";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"naselenie dolin r. Gunt";"genes / genetic features";"512201";"1989_4";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"naselenie dolin r. Gunt";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"naselenie dolin r. Gunt";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"512201";"1989_4";"Pamiri groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"contact / connection (interpersonal, interethnic,...)"
"ravninnye tadzhiki";"verovanija / mify / beliefs / myths";"514526";"1973_1";"groups in plainland regions";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"verovanija / mify / beliefs / myths";"514526";"1973_1";"groups in mountainous regions";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"514912";"1989_4";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"history";"514912";"1989_4";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"514912";"1989_4";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"history";"514912";"1989_4";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki srednej chasti doliny Zeravshana";"shamanskij obrjad / verovanija / obychai shamanstvo";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki srednej chasti doliny Zeravshana";"religion / spirituality (pre-Muslim)";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki srednej chasti doliny Zeravshana";"religion (Islam)";"515321";"1973_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Ura-Tjube";"trade / economic production";"51688";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki";"physical features (hair, skin, eye color, blood type)";"517040";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"""racial type"" / rasovyj tip / rasa";"517040";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"turkmeny";"physical features (hair, skin, eye color, blood type)";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"turkmeny";"""racial type"" / rasovyj tip / rasa";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"physical features (hair, skin, eye color, blood type)";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"517040";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki srednej chasti doliny Zeravshana";"religion / spirituality (pre-Muslim)";"521776";"1973_1";"tadzhiki";"present";NA;NA;NA
"tadzhiki srednej chasti doliny Zeravshana";"shamanskij obrjad / verovanija / obychai shamanstvo";"521776";"1973_1";"tadzhiki";"present";NA;NA;NA
"Ferghana / Ferganskaja dolina";"zemledelie / sel'skoe khosjajstvo / agriculture";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Ferghana / Ferganskaja dolina";"zemledelie / sel'skoe khosjajstvo / agriculture";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Ferghana / Ferganskaja dolina";"kolkhozes / sovkhozes / agricultural production";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Ferghana / Ferganskaja dolina";"kolkhozes / sovkhozes / agricultural production";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Ferghana / Ferganskaja dolina";"technology";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Ferghana / Ferganskaja dolina";"technology";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Ferghana / Ferganskaja dolina";"use of specific tools or methods";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Ferghana / Ferganskaja dolina";"use of specific tools or methods";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Golodnaja step'";"zemledelie / sel'skoe khosjajstvo / agriculture";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Golodnaja step'";"zemledelie / sel'skoe khosjajstvo / agriculture";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Golodnaja step'";"kolkhozes / sovkhozes / agricultural production";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Golodnaja step'";"kolkhozes / sovkhozes / agricultural production";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Golodnaja step'";"technology";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Golodnaja step'";"technology";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"Golodnaja step'";"use of specific tools or methods";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Golodnaja step'";"use of specific tools or methods";"522873";"1955_3";"plainland regions Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture";NA
"sogdiicy";"art / painting / zhivopis' / iskusstvo";"526131";"1957_2";"Historical groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"art / painting / zhivopis' / iskusstvo";"526131";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"osedlye uzbeki";"art / painting / zhivopis' / iskusstvo";"526131";"1957_2";"uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"use of specific tools or methods";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"zemledel'cheskie narody Srednej i Perednej Azii";"use of specific tools or methods";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"zemledel'cheskie narody Srednej i Perednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"526723";"1976_3";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"ravninnye tadzhikskoe krest'jansvto";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"526828";"1955_3";"ravninnye tadzhiki";NA;"Correction of cited research or literature";NA;"difference"
"ravninnye tadzhikskoe krest'jansvto";"khozjajstvo / economy";"526828";"1955_3";"ravninnye tadzhiki";NA;"Correction of cited research or literature";NA;"difference"
"gornoe tadzhikskoe krest'jansvto";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"526828";"1955_3";"gornye tadzhiki";NA;"Correction of cited research or literature";NA;"difference"
"gornoe tadzhikskoe krest'jansvto";"khozjajstvo / economy";"526828";"1955_3";"gornye tadzhiki";NA;"Correction of cited research or literature";NA;"difference"
"pandzhabskaja narodnost'";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Literature Review";NA;"influence"
"pandzhabskaja narodnost'";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Literature Review";NA;"influence"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"530367";"1965_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki-chagatai";"khozjajstvo / economy";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tadzhiki-chagatai";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tadzhiki-chagatai";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"530988";"1989_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"gornye tadzhiki Kashkadar'i i Surkhana";"khozjajstvo / economy";"530988";"1989_4";"gornye tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"gornye tadzhiki Kashkadar'i i Surkhana";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"gornye tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"gornye tadzhiki Kashkadar'i i Surkhana";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"530988";"1989_4";"gornye tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tjurki";"khozjajstvo / economy";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tjurki";"byt / bytovyj uklad / every-day life practices";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"tjurki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"530988";"1989_4";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";NA
"verkhovya Matchi";"housing / architecture / zhilisshe";"531251";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"531251";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"uzbeki";"history";"531403";"1954-2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"etnicheskie priznaki / ethnic or anthropological features";"531403";"1954-2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"history";"531403";"1954-2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"etnicheskie priznaki / ethnic or anthropological features";"531403";"1954-2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in contemporary Afghanistan";"khozjajstvo / economy";"53248";"1982_3";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"cities in pre-Soviet Tajikistan";"khozjajstvo / economy";"53248";"1982_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Nuratinskogo khrebta";"material'naja kul'tura / material culture";"53323";"1964_1";"groups in mountainous regions";"past";"Factual Statement by Author";NA;"influence"
"Nuratinskie turkmeny";"material'naja kul'tura / material culture";"53323";"1964_1";"turkmeny";"past";"Factual Statement by Author";NA;"influence"
"turkmeny";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"uzbeki";"antropologicheskij sostav / antropologicheskie komponenty";"533757";"1989_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"533804";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"verkhovya Matchi";"housing / architecture / zhilisshe";"533804";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"534173";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"gornye tadzhiki";"art / painting / zhivopis' / iskusstvo";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"537440";"1971_2";"groups in mountainous regions";"present";"Literature Review";"Continuity";NA
"Tajikistan / TadzhSSR";"housing / architecture / zhilisshe";"538087";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"538087";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Ura-Tjube";"housing / architecture / zhilisshe";"538087";"1953_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Ura-Tjube";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"538087";"1953_3";"Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Tajikistan / TadzhSSR";"carvings / rez'by po derevu";"538411";"1953_3";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Samarkand";"carvings / rez'by po derevu";"538411";"1953_3";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"material'naja kul'tura / material culture";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"influence"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Literature Review";NA;"proximity / similarity"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"uzbeki";"history";"538734";"1977_1";"Central Asian titular nations";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"material'naja kul'tura / material culture";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"influence"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Literature Review";NA;"proximity / similarity"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"tadzhiki";"history";"538734";"1977_1";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"uzbeki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Central Asian titular nations";NA;"Literature Review";NA;"proximity / similarity"
"tadzhiki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"religion / spirituality (pre-Muslim)";"539685";"1977_1";"Groups";NA;"Literature Review";NA;"proximity / similarity"
"uzbeki";"folk tales / legends / predanii";"541055";"1980_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kazakhi";"folk tales / legends / predanii";"541055";"1980_4";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"folk tales / legends / predanii";"541055";"1980_4";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"cities in pre-Soviet Tajikistan";"profession / zanjatie";"54183";"1982_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"cities in contemporary Afghanistan";"profession / zanjatie";"54183";"1982_3";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Zeravshan";"housing / architecture / zhilisshe";"542052";"1953_3";"Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"nizhnij Jagnob / Yaghnob";"housing / architecture / zhilisshe";"542052";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"542749";"1980_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"religioznye obrjady, simvoly / religious rites, symbols";"542749";"1980_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"542749";"1980_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"religioznye obrjady, simvoly / religious rites, symbols";"542749";"1980_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"severnye otrogi Zeravshanskogo khrebta";"housing / architecture / zhilisshe";"543490";"1953_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"downstream r. Zeravshan";"housing / architecture / zhilisshe";"543490";"1953_3";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"language / spoken (incl. dialects)";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"54379";"1991_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA;"difference"
"uzbeki";"language / spoken (incl. dialects)";"54379";"1991_1";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"uzbeki";"etnos / ethnos / etnicheskaja prinadlezhnost' / obsshnost'";"54379";"1991_1";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
