"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"narodnosti Zapadnogo Pamira";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"mundzhancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"mundzhancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"jazgulemcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"mundzhancy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"mundzhancy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"jazgulemcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"narodnosti Zapadnogo Pamira";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"jazgulemcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"ethnic features / anthropological features";"proximity / similarity"
"gornye rajony Kuljabskoj oblasti";"ravninnye oblasty / rajony Tadzhikistana";"577270";"1954_4";"Kuljabskaja oblast' / Kuljab, Tajikistan / TadzhSSR";"past";"Literature Review";"Rupture";"clothing";"proximity / similarity"
"gornye rajony Kuljabskoj oblasti";"ravninnye oblasty / rajony Tadzhikistana";"577270";"1954_4";"Kuljabskaja oblast' / Kuljab, Tajikistan / TadzhSSR";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"clothing";"proximity / similarity"
"Kuljabskaja oblast' / Kuljab";"tadzhiki-kulobi";"577496";"1984_6";"tadzhiki, Southern Tajikistan";NA;"Correction of cited research or literature";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"Northern Tajikistan";"Southern Tajikistan";"583382";"1969_5";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Literature Review";NA;"literature / poslovica / pogovorki";"difference"
"Northern Tajikistan";"Southern Tajikistan";"583382";"1969_5";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Literature Review";NA;"folklore (incl. pesni / poslovica / pogovorki)";"difference"
"Northern Tajikistan";"Southern Tajikistan";"583382";"1969_5";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"literature / poslovica / pogovorki";"difference"
"Northern Tajikistan";"Southern Tajikistan";"583382";"1969_5";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folklore (incl. pesni / poslovica / pogovorki)";"difference"
"gornye tadzhiki";"pamirskie tadzhiki";"58612";"1964-5";"tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"goroncy / gorancy";"ishkashimcy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"language / spoken (incl. dialects)";"difference"
"goroncy / gorancy";"ishkashimcy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"byt / bytovyj uklad";"difference"
"goroncy / gorancy";"vakhancy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"language / spoken (incl. dialects)";"difference"
"goroncy / gorancy";"vakhancy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"byt / bytovyj uklad";"difference"
"ishkashimcy";"vakhancy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"vakhancy";"586777";"1973_4";"Pamir groups, Pamir groups";NA;"Literature Review";NA;"byt / bytovyj uklad";"difference"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"586888";"1978_1";"pamirskie tadzhiki, pamirskie tadzhiki";"past";"Literature Review";"Continuity";"use of specific tools or methods";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"586888";"1978_1";"pamirskie tadzhiki, pamirskie tadzhiki";"past";"Literature Review";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"pamirskie narody";"tadzhiki";"590562";"1990_4";"Groups, Pamir groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"assimilation"
"tadzhiki Darvaza";"tadzhiki Karategina";"59130";"1964-5";"gornye tadzhiki, gornye tadzhiki";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"tadzhiki Darvaza";"tadzhiki Zapadnogo Pamira";"59130";"1964-5";"gornye tadzhiki, pamirskie tadzhiki";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"tadzhiki Karategina";"tadzhiki Zapadnogo Pamira";"59130";"1964-5";"gornye tadzhiki, pamirskie tadzhiki";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"Eastern Pamirs / Vostochnyj Pamir";"Western Pamirs / Sapadnyj Pamir";"59279";"1989_5";"Pamir, Pamir";NA;"Factual Statement by Author";NA;"obraz zhizni (kochevoj / osedly)";"difference"
"Eastern Pamirs / Vostochnyj Pamir";"Western Pamirs / Sapadnyj Pamir";"59279";"1989_5";"Pamir, Pamir";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"Historical Northern Tajikistan (Sogd + Fergana)";"Historical Southern Tajikistan (Baktria/Tokharistan)";"595660";"1978_2";"Historical locations, Historical locations";"past";"Literature Review";"Continuity";"history";"difference"
"Historical Northern Tajikistan (Sogd + Fergana)";"Historical Southern Tajikistan (Baktria/Tokharistan)";"595660";"1978_2";"Historical locations, Historical locations";"past";"Literature Review";"Continuity";"clothing";"difference"
"Historical Northern Tajikistan (Sogd + Fergana)";"Historical Southern Tajikistan (Baktria/Tokharistan)";"595660";"1978_2";"Historical locations, Historical locations";"past";"Literature Review";"Continuity";"kul'tura / kul'turnye tradicii";"difference"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"59801";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"tadzhiki";"59801";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"tadzhiki";"59801";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"naselenie / zhiteli istor. oblasti Darvaz";"naselenie / zhiteli istoricheskogo rajona Goron";"60435";"1989_5";"Pamir groups, Historical groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"naselenie / zhiteli istoricheskogo rajona Goron";"tadzhiki";"60435";"1989_5";"Pamir groups, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"naselenie / zhiteli istor. oblasti Darvaz";"tadzhiki";"60435";"1989_5";"Historical groups, Groups";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"606214";"1991_4";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kasta / caste system";"difference"
"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"tadzhiki";"60924";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"tadzhiki";"60924";"1989_5";"Groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"tadzhiki";"60924";"1989_5";"Groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"tadzhiki";"60924";"1989_5";"Groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"60924";"1989_5";"Pamir groups, Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"60924";"1989_5";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"language / literaturnyj";"proximity / similarity"
"tadzhiki";"verkhovja Jagnoba / Yaghnob";"62148";"1989_5";"Groups, Zeravshan";NA;"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"communication (incl.  media)";NA
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"technology";NA
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"electrification";NA
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"education";NA
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"infrastructure";NA
"dolina r. Khuf / Khuf";"mountainous parts of historical Tokharistan/Bactria";"626209";"1953_4";"pripamirskie rajony / Pripamir', Historical locations";NA;"Literature Review";NA;"language / etymology / linguistics";"proximity / similarity"
"dolina r. Khuf / Khuf";"gornyj juzhnyj Tadzhikistan";"626209";"1953_4";"pripamirskie rajony / Pripamir', gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";NA;"Literature Review";NA;"language / etymology / linguistics";"proximity / similarity"
"gornyj juzhnyj Tadzhikistan";"mountainous parts of historical Tokharistan/Bactria";"626209";"1953_4";"Historical locations, gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";NA;"Literature Review";NA;"language / etymology / linguistics";"proximity / similarity"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"Karategin";"628587";"1953_4";"Tajikistan / TadzhSSR, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"Karategin";"628587";"1953_4";"Tajikistan / TadzhSSR, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"Darvaz";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"628587";"1953_4";"Tajikistan / TadzhSSR, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"Darvaz";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"628587";"1953_4";"Tajikistan / TadzhSSR, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"628587";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"628587";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"Darvaz";"Karategin";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"Darvaz";"Karategin";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, gornyj juzhnyj Tadzhikistan";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"dolina r. Khuf / Khuf";"Karategin";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"dolina r. Khuf / Khuf";"Karategin";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"Darvaz";"dolina r. Khuf / Khuf";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"Darvaz";"dolina r. Khuf / Khuf";"628587";"1953_4";"gornyj juzhnyj Tadzhikistan, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";NA;"mode of production / khozjajsvennyj uklad / economic system";NA
"dolina r. Khuf / Khuf";"pripamirskie rajony / Pripamir'";"629558";"1953_4";"pripamirskie rajony / Pripamir', Locations";"past";"Literature Review";"Rupture";"child birth / obychai i obrjady svjazannye s rozhdeniem";"proximity / similarity"
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"631145";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";"Continuity";"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"631145";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";"Continuity";"gender relations / polozhenie zhensshiny";"proximity / similarity"
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"631145";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";"Continuity";"perezhitki";"proximity / similarity"
"dolina r. Khuf / Khuf";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"631145";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";"Continuity";"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"gornye tadzhiki";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"63128";"1965_2";"gornye tadzhiki, tadzhiki";"past: early Soviet";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"difference"
"tadzhiki";"tadzhiki doliny r.  Khuf";"632007";"1953_4";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"gornyj juzhnyj Tadzhikistan";"Northern Tajikistan";"632507";"1953_4";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan, Tajikistan / TadzhSSR";"present";"Literature Review";NA;"weddings / svadebnye obychai i obrjady / kalym";"difference"
"Isfara";"Ura-Tjube";"63448";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"Isfara";"Ura-Tjube";"63448";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"family structure / semejnye otnoshenii / family life";NA
"pamircy";"tadzhiki";"650081";"1991_4";"Pamir groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";NA
"pamircy";"tadzhiki";"650081";"1991_4";"Pamir groups, Groups";"present";"Literature Review";NA;"identity / self-description / samonazvanie / samosoznanie";NA
"Isfara";"Ura-Tjube";"65727";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"generational social structure";NA
"Isfara";"Ura-Tjube";"65727";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"family structure / semejnye otnoshenii / family life";NA
"Isfara";"Ura-Tjube";"65727";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"gornobadakhshancy";"tadzhiki";"65758";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"religion (Islam)";"difference"
"gorodskoe naselenie Tadzhikistana";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"66099";"1975_6";"Groups, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"gender relations / polozhenie zhensshiny";NA
"gorodskoe naselenie Tadzhikistana";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"66099";"1975_6";"Groups, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: early Soviet";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: Stalinist era / 1930s-40s";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"67442";"1989_5";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"byt / bytovyj uklad";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"language / spoken (incl. dialects)";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"past: early Soviet";"Factual Statement by Author";"Continuity";"kul'tura / kul'turnye tradicii";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"past: early Soviet";"Factual Statement by Author";"Continuity";"byt / bytovyj uklad";"proximity / similarity"
"pamirskie tadzhiki";"tadzhiki";"67951";"1971_4";"Groups, Pamir groups";"past: early Soviet";"Factual Statement by Author";"Continuity";"language / spoken (incl. dialects)";"proximity / similarity"
"tadzhiki Bukhary";"tadzhiki Samarkanda";"70630";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"education";NA
"tadzhiki Darvaza";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Karategina";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Karategina";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Gissara";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki Gissara";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Darvaza";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki Karategina";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki Karategina";"72023";"1965_2";"gornye tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Karategina";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki Gissara";"tadzhiki kuljabskoj oblasti / Kuljaba";"72023";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"shugnancy Gunta";"tadzhiki Vancha";"72281";"1964-5";"Pamir groups, pamirskie tadzhiki";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"shugnancy Gunta";"shugnancy Pjandzha";"72281";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"shugnancy Pjandzha";"tadzhiki Vancha";"72281";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"sel'skoe naselenie ravninnoj chasti Tadzhikistana";"73705";"1979_3";"gorodskoe naselenie Tadzhikistana, sel'skoe naselenie Tadzhikistana";"present";"Factual Statement by Author";NA;"interior design / ubranstvo";NA
