"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"Afghanistan";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Afghanistan";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Afghanistan";"Nepal";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Afghanistan";"Nepal";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Central Asia / Srednjaja Azija";"iranskie narody / Iranians";"408361";"1970_3";"Groups, Locations";"past: pre-Muslim";NA;"Continuity";"verovanija / mify / beliefs / myths";"proximity / similarity"
"Central Asia / Srednjaja Azija";"iranskie narody / Iranians";"408361";"1970_3";"Groups, Locations";"past: pre-Muslim";NA;"Continuity";"perezhitki";"proximity / similarity"
"karakalpaki";"turkmeny";"43187";"1962_6";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"weddings / svadebnye obychai i obrjady / kalym";NA
"karakalpaki";"turkmeny";"43187";"1962_6";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";NA;"perezhitki";NA
"turkmeny";"uzbeki";"434848";"1961_3";"Central Asian titular nations, Central Asian titular nations";"present";"Literature Review";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"narody Srednej Azii";"Soviet Union";"44771";"1956_3";"Locations, narody Srednej Azii i Kazakhstana";"past: early Soviet";"Factual Statement by Author";NA;"family structure / semejnye otnoshenii / family life";"difference"
"sarty / Sarts";"uzbeki";"451374";"1988_6";"Central Asian titular nations, Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"proximity / similarity"
"Chitral";"Gruzija / Georgia";"456231";"1955_4";"Pakistan, Locations";"past";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Chitral";"East Turkestan (Chinese)";"456231";"1955_4";"Pakistan, Locations";"past";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"East Turkestan (Chinese)";"Gruzija / Georgia";"456231";"1955_4";"Locations, Locations";"past";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Central Asia / Srednjaja Azija";"mogoly";"458720";"1957_2";"Locations, Groups";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii";"influence"
"Central Asia / Srednjaja Azija";"drevnjaja India";"458720";"1957_2";"Locations, Historical locations";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii";"influence"
"drevnjaja India";"mogoly";"458720";"1957_2";"Groups, Historical locations";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"kul'tura / kul'turnye tradicii";"influence"
"Ancient Greece / Hellenic world";"Central Asia / Srednjaja Azija";"461252";"1957_2";"Locations, Historical locations";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"art / painting / zhivopis' / iskusstvo";"influence"
"drevnjaja India";"Samarkand";"462046";"1957_2";"Uzbekistan / Uzbekskaja SSR, Historical locations";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Central Asia / Srednjaja Azija";"drevnjaja India";"469240";"1957_2";"Locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"music";"proximity / similarity"
"afgancy / Afghans";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Groups, Groups in Afghanistan";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"kirgizy";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"uzbeki";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"kazakhi";"sredneaziatskie araby / Central Asian Arabs";"471786";"1990_6";"Groups, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"afgancy / Afghans";"kirgizy";"471786";"1990_6";"Groups in Afghanistan, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"afgancy / Afghans";"uzbeki";"471786";"1990_6";"Groups in Afghanistan, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"afgancy / Afghans";"kazakhi";"471786";"1990_6";"Groups in Afghanistan, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"kirgizy";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"kazakhi";"kirgizy";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"kazakhi";"uzbeki";"471786";"1990_6";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"indo-evropejskije narody";"iranskie narody / Iranians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"language / etymology / linguistics";"proximity / similarity"
"indo-evropejskije narody";"iranskie narody / Iranians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"narodnaja gruppa / gruppa narodov";"proximity / similarity"
"indo-evropejskije narody";"russkij narod / Russians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"language / etymology / linguistics";"proximity / similarity"
"indo-evropejskije narody";"russkij narod / Russians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"narodnaja gruppa / gruppa narodov";"proximity / similarity"
"iranskie narody / Iranians";"russkij narod / Russians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"language / etymology / linguistics";"proximity / similarity"
"iranskie narody / Iranians";"russkij narod / Russians";"476520";"1954_3";"Groups, Groups";"present";"Citation other sources of knowledge: f.e. statistics";NA;"narodnaja gruppa / gruppa narodov";"proximity / similarity"
"avary";"kashmircy";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"avary";"kashmircy";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"avary";"kashmircy";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"avary";"kashmircy";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"afgancy / Afghans";"kashmircy";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"afgancy / Afghans";"kashmircy";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"afgancy / Afghans";"kashmircy";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"afgancy / Afghans";"kashmircy";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"kashmircy";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"kashmircy";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"kashmircy";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"kashmircy";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"kashmircy";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"kashmircy";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"kashmircy";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"kashmircy";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"afgancy / Afghans";"avary";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"afgancy / Afghans";"avary";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"afgancy / Afghans";"avary";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"afgancy / Afghans";"avary";"48253";"1972_2";"Groups, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"avary";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"avary";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"avary";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"avary";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"avary";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"avary";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"avary";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"avary";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"afgancy / Afghans";"narody Kavkaza";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"afgancy / Afghans";"narody Kavkaza";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"afgancy / Afghans";"narody Kavkaza";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"afgancy / Afghans";"narody Kavkaza";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"afgancy / Afghans";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"afgancy / Afghans";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"afgancy / Afghans";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"afgancy / Afghans";"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"48253";"1972_2";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"skotovodstvo/zhivotnovodstvo";"proximity / similarity"
"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"material'naja kul'tura";"proximity / similarity"
"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"narody gornykh chastej Srednej, Perednej i Central'noj Azii";"narody Kavkaza";"48253";"1972_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"kochevye plemena Juzhnoj Sibiri";"kochevye plemena Povolzh'ja";"483807";"1955_3";"Groups, Groups";"past: pre-Muslim";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"use of specific tools or methods";NA
"India";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"India";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"China";"India";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"China";"India";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"India";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"India";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"India";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"India";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Iran";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Iran";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"China";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"China";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"Japan";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Japan";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Japan";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Japan";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Japan";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"China";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"China";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"Iran";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Iran";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Iran";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Iran";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Iran";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"China";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"China";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"China";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"China";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"China";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"China";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Burma";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Burma";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"Uzbekistan / Uzbekskaja SSR";"483915";"1986_3";"Locations, Locations";NA;"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"48470";"1960_1";"tjurki, tjurki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij tip / fizicheskij tip";"proximity / similarity"
"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"48470";"1960_1";"tjurki, tjurki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij tip / fizicheskij tip";"proximity / similarity"
"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"48470";"1960_1";"tjurki, tjurki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij tip / fizicheskij tip";"proximity / similarity"
"kirgizy";"uzbeki";"484984";"1957_5";"Central Asian titular nations, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"family structure / semejnye otnoshenii / family life";NA
"karakalpaki";"kirgizy";"484984";"1957_5";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";"Continuity";"family structure / semejnye otnoshenii / family life";NA
"karakalpaki";"uzbeki";"484984";"1957_5";"Central Asian titular nations, Groups";"present";"Factual Statement by Author";"Continuity";"family structure / semejnye otnoshenii / family life";NA
"ujgury";"uzbeki";"485374";"1953_2";"Groups, Central Asian titular nations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"kul'tura / kul'turnye tradicii";"proximity / similarity"
"ujgury";"uzbeki";"485374";"1953_2";"Groups, Central Asian titular nations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"kul'tura / kul'turnye tradicii";"contact / connection (interpersonal, interethnic,...)"
"kochevye narody";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"kochevye narody";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"gornye shotlandcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"gornye shotlandcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"chernogorcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"chernogorcy";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"narody Kavkaza";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"narody Kavkaza";"polukochevye narody / narodnosti";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"gornye shotlandcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"gornye shotlandcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"chernogorcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"chernogorcy";"kochevye narody";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"kochevye narody";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"kochevye narody";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"chernogorcy";"gornye shotlandcy";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"chernogorcy";"gornye shotlandcy";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"gornye shotlandcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"gornye shotlandcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"chernogorcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"social formation / obsshestvenno-economicheskie otnoshenija";NA
"chernogorcy";"narody Kavkaza";"501434";"1957_2";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";NA
"turkmeny";"uzbeki";"509955";"1973_1";"Central Asian titular nations, Central Asian titular nations";"past";NA;NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"turkmeny";"uzbeki";"509955";"1973_1";"Central Asian titular nations, Central Asian titular nations";"past";NA;NA;"predstavlenija / magicheskie predstavlenija";"proximity / similarity"
"turkmeny";"uzbeki";"509955";"1973_1";"Central Asian titular nations, Central Asian titular nations";"past";NA;NA;"sueverii / superstitions";"proximity / similarity"
"turkmeny";"uzbeki";"517040";"1989_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"turkmeny";"uzbeki";"517040";"1989_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"turkmeny";"uzbeki";"533757";"1989_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"difference"
"kazakhi";"uzbeki";"541055";"1980_4";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"folk tales / legends / predanii";"proximity / similarity"
"Blizhnij Vostok";"Zakavkas";"550232";"1953_3";"Locations, Locations";"present";NA;NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Bukhara (Uzbekistan)";"Samarkand";"550403";"1953_3";"Uzbekistan / Uzbekskaja SSR, Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"religious architecture / Mosque/Mazar";"proximity / similarity"
"turkmeny";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"turkmeny";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
